,File_List,Header,Text
764,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_6.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_7.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_8.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_9.png']",AUTOMOBILE DEALERS-CONTD,"GOLDMAN PAUL DODGE 633 Washington St Rt 1 (S Attleboro Mass; 02703), Tel (617) 761-5200 (See Index To Advertisers)"
765,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_10.png'],AUTOMOBILE DEALERS-CONTD,Hill Side Motors Inc 1343 Broad St
766,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_11.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_12.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_13.png']",AUTOMOBILE DEALERS-CONTD,"HURD CHRYSLER PLYMOUTH INC 540 Reservoir Av (Cranston; 02910), Tel 461-1400"
767,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_14.png'],AUTOMOBILE DEALERS-CONTD,Inskip Motors Inc 776 Elmwood Av
768,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_15.png'],AUTOMOBILE DEALERS-CONTD,Kaplan Jake Ltd 206 Elmwood Av
769,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_16.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_17.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_18.png']",AUTOMOBILE DEALERS-CONTD,"KNIGHTS GARAGE DATSUN BMW 225 Cowesett Av (West Warwick; 02893), Tel 828-0446"
770,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_19.png'],AUTOMOBILE DEALERS-CONTD,L J Motors Inc 358 Elmwood Av
771,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_20.png'],AUTOMOBILE DEALERS-CONTD,Lawb Auto Serv Inc 294 Broadway
772,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_21.png'],AUTOMOBILE DEALERS-CONTD,M L M Auto Sales 5 Greenwich St
773,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_22.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_23.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_24.png']",AUTOMOBILE DEALERS-CONTD,"MERCEDES-BENZ-INSKIP MOTORS 776 Elmwood Av (02907), Tel 467-9111 (See Index To Advertisers)"
774,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_25.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_26.png']",AUTOMOBILE DEALERS-CONTD,"NORWOOD CHEVROLET 1338 Post Rd (Warwick; 02888), Tel 781-4300"
775,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_27.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_28.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_29.png']",AUTOMOBILE DEALERS-CONTD,NOTARANTONIO BROS INC 1703 Mineral Spring Av (North Providence 02904) Tel 353-2300
776,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_30.png'],AUTOMOBILE DEALERS-CONTD,Ocean State Auto Sales 40 Reservoir Av
777,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_31.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_32.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_33.png']",AUTOMOBILE DEALERS-CONTD,"PALMER PLYMOUTH INC 1564 Warwick Av (Warwick; 02889), Tel 739-5200"
778,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_34.png'],AUTOMOBILE DEALERS-CONTD,Petteruti Motor Sales Inc 1051 Chalkstone Av
779,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_35.png'],AUTOMOBILE DEALERS-CONTD,Plainfield Auto Sales 292 Plainfield St
780,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_36.png'],AUTOMOBILE DEALERS-CONTD,Regine Pontiac Inc 193 Smith St
781,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_37.png'],AUTOMOBILE DEALERS-CONTD,Scarpetti Oldsmobile Inc 79 Elmwood Av
782,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_38.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_39.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_40.png']",AUTOMOBILE DEALERS-CONTD,SCUNCIO CHEVROLET INC 446 Putnam Pike Rt 44 (Greenville 02828) Tel 949-2300
783,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_41.png'],AUTOMOBILE DEALERS-CONTD,Se Ville Auto Sales 613 Hartford Av
784,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_42.png'],AUTOMOBILE DEALERS-CONTD,Stadium Motor Sales Inc 985 N Main St
785,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_43.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_44.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_45.png']",AUTOMOBILE DEALERS-CONTD,"STEINGOLD PONTIAC 766 Broadway (Pawtucket; 02862), Tel 723-4700 (See Index To Advertisers)"
786,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_46.png'],AUTOMOBILE DEALERS-CONTD,Tire King Of R I Inc 486 Broad St
787,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_47.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_48.png']",AUTOMOBILE DEALERS-CONTD,Tom's Volkswagen Repairs 1567 Westminster St
788,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_49.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_50.png']",AUTOMOBILE DEALERS-CONTD,Travelers Auto Body 81 Sales 432 W Fountain St
789,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_51.png'],AUTOMOBILE DEALERS-CONTD,Walsh's Auto Sales 711 Broad St
790,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_52.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_53.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_54.png']",AUTOMOBILE DEALERS-CONTD,"WEBBER CHEVROLET CO Tioque Av, Route 3 (Coventry, R I; 02816), Tel 821-8700"
791,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_55.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_56.png']",AUTOMOBILE DEALERS-CONTD,Wigwam Sales 81 Service 1385 Mineral Spring Av(N Prov)
792,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_59.png'],AUTOMOBILE DEALERS- USED CARS,Atwood Auto Sales 224 Union Av
793,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_60.png'],AUTOMOBILE DEALERS- USED CARS,Bel-Air Motors 532 Hartford Av
794,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_61.png'],AUTOMOBILE DEALERS- USED CARS,Cambids Auto 615 Plainfield St
795,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_62.png'],AUTOMOBILE DEALERS- USED CARS,Chase Auto Sales Co 308 W Fountain St
796,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_63.png'],AUTOMOBILE DEALERS- USED CARS,Cotoia Brothers 205 Union Av
797,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_64.png'],AUTOMOBILE DEALERS- USED CARS,Crestwood Motors 391 Douglas Av
798,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_65.png'],AUTOMOBILE DEALERS- USED CARS,Crestwood Motors Annex 616 Douglas Av
799,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_66.png'],AUTOMOBILE DEALERS- USED CARS,Curtis Auto Sales 118 Curtis St
800,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_67.png'],AUTOMOBILE DEALERS- USED CARS,D K Auto Sale 28 Atwood St
801,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_68.png'],AUTOMOBILE DEALERS- USED CARS,DIAmbrws Foreign Cars 169 Elmwood Av
802,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_69.png'],AUTOMOBILE DEALERS- USED CARS,Di Mario Motor 818 96 Windmill St
803,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_70.png'],AUTOMOBILE DEALERS- USED CARS,Dunne Ford Sales Inc 711 Elmwood Av
804,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_71.png'],AUTOMOBILE DEALERS- USED CARS,Eastern Motors 734 Hartford Av
805,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_72.png'],AUTOMOBILE DEALERS- USED CARS,Economy Auto Sales Inc 1224 Broad St
806,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_73.png'],AUTOMOBILE DEALERS- USED CARS,Ellery Motors 2259 Mineral Spring Av(N Prov)
807,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_74.png'],AUTOMOBILE DEALERS- USED CARS,Fleetwood Auto Sales 17 Thelma St (N Prov)
808,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_75.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_76.png']",AUTOMOBILE DEALERS- USED CARS,Freeway Auto Sales & Service Inc 1313 Broad St
809,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_77.png'],AUTOMOBILE DEALERS- USED CARS,Gardner Motors 560 Broad St
810,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_78.png'],AUTOMOBILE DEALERS- USED CARS,Guy's Motors Inc 696 Cranston St
811,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_79.png'],AUTOMOBILE DEALERS- USED CARS,Harrison Motors Inc 1279 Westminster St
812,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_80.png'],AUTOMOBILE DEALERS- USED CARS,Impala Motor Sales 13 Hartford Av
813,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_81.png'],AUTOMOBILE DEALERS- USED CARS,Imperial Auto Sales 405 Harris Av
814,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_82.png'],AUTOMOBILE DEALERS- USED CARS,M G Motors Inc 655 Hartford Av
815,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_83.png'],AUTOMOBILE DEALERS- USED CARS,M O Motors Inc 19 Elmwood Av
816,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_84.png'],AUTOMOBILE DEALERS- USED CARS,Matt18 Motor Sales 232 Silver Spring St
817,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_85.png'],AUTOMOBILE DEALERS- USED CARS,MePs Motors 1286 Broad St
818,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_86.png'],AUTOMOBILE DEALERS- USED CARS,Micheal Motors 286 Valley St
819,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_87.png'],AUTOMOBILE DEALERS- USED CARS,Mo Motors Inc 322 Reservoir Av
820,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_88.png'],AUTOMOBILE DEALERS- USED CARS,Montanaro Mtrs 585 Hartford Av
821,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_89.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_90.png']",AUTOMOBILE DEALERS- USED CARS,Nasonville Motor Sales Inc 1364 Mineral Spring Av(N Prov)
822,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_91.png'],AUTOMOBILE DEALERS- USED CARS,New England Auto Sales 404 Smithfield Av
823,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_92.png'],AUTOMOBILE DEALERS- USED CARS,Orlandi Auto Sales 440 Silver Spring St
824,['test/no_ads/margins_fixed/cropped/entry/1978_Page_55 (3)_93.png'],AUTOMOBILE DEALERS- USED CARS,P & J Auto Sales 88 Service 550 Prbirie Av
